#STARTDIALOGUE						
okay, tell me more about the back pain.	tell me more about your back pain	my buddy was moving from the second floor in an apartment building.  i bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True	0	FF000000
how long ago was that	when did the pain start	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
how long ago did you hurt your back	when did the pain start	i'm afraid i don't understand that question.	none	False	FFFFC000	FF00B0F0
where exactly does it hurt	where is the pain	it is mostly in my lower back.	where is the pain	True	0	FF000000
would you describe it as aching, stabbing, how exactly does it feel	is the pain sharp	it's a dull ache right in the middle of my lower back.	describe the pain	False	FF00B050	FF000000
ok. does the pain spread anywhere else, or just in the back	are you having any other pain	no, just the back pain.	are you having any other pain	True	0	FF000000
ok. if you had to rate it on a scal from 1 to 10, 10 being the worst, what would you give it	can you rate the pain	no, never.	have you had back pain before	False	FF00B050	FF000000
have you had any back problems before	have you had back pain before	no, never.	have you had back pain before	True	0	FF000000
is the pain constant, or does it come and go	is the pain constant	[ fear2 ]it is pretty constant although sometimes it is a little better or worse.  i hope that you can help make it better.  i really need to get back to my life.	is the pain constant	True	0	FF000000
how is it affectin your life? i know you said you can't tie your shoes	how has this affected you	i'm sorry, i don't understand that question. would you restate it?	none	False	FF7030A0	FF00B0F0
does anything make it worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
does anything help, or make it better	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	0	FF000000
how often are you taking that	how often do you take the ibuprofen	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
what dose of ibuprofen do you take	what was the dose	i'm not sure, i just took what it said on the bottle.  it was a red capsule if that helps.	what was the dose	True	0	FF000000
ok. is there anyting else you want to tell me about the back pain	is there anything else i can help you with	no, thank you for seeing me.  hopefully we can get this pain taken care of and i can get back to work.	is there anything else i can help you with	True	0	FF000000
absolutely. what do you do for work	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
ibet the back pain has really been affecting that	does the pain interfere with work	i'm afraid i don't understand that question.	none	False	FF7030A0	FF00B0F0
now i'm going to ask you about your past medical history.	what is your past medical history	this back pain is really my first issue.	what is your past medical history	True	0	FF000000
ok. have you had any major illnesses? cancer, diabetes, any bloop pressure or heart problems	any heart problems	nothing specific. just preventative.	any heart problems	True	0	FF000000
ok. any hospitalizations or surgeries	any prior surgeries	i have never had any surgeries.	any prior surgeries	True	0	FF000000
ok. are you taking any medications	are you taking any medication	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	True	0	FF000000
ok. any vitamins or supplements	are you taking supplements	i'm taking saw palmetto. i'm not sure if it is considered an herbal supplement or what.	are you taking supplements	True	0	FF000000
yes, it is, thank you.	thanks	[ happiness2 ]thank you	thanks	True	0	FF000000
have you had any major injuries	have you ever been in an accident	i didn't.	did you hurt your back	False	FF00B050	FF000000
ok. any allergies	do you have any allergies	i am not allergic to anything that i know of	do you have any allergies	True	0	FF000000
ok, good. and i would like to know a little about your family medical history.	any family history of illness	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
do you have any history of illnesses in your family	any family history of illness	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFC000	FF00B0F0
are your parents still with you	are your parents living	i'm sorry, i don't understand that question. would you restate it?	none	False	FFFFFF00	FF00B0F0
do your parents have any illnesses	any family history of illness	nothing that i can think of. my parents are healthy and they didn't have any unusual illnesses. i don't really know much about my grandparents.	any family history of illness	True	0	FF000000
ok. how about brothers or sisters	do you have siblings	i have no brothers or sisters.	do you have siblings	True	0	FF000000
ok. any children	do you have any children	i have no children.	do you have any children	True	0	FF000000
ok. and then back to you, do you use any tobacco products	do you smoke	[ contempt1 ]no.  like all kids i tried a cigarette in high school but i hated it.	do you smoke	True	0	FF000000
haha, good. do you drink alcohol	do you drink	a beer or 2 at football games, or a glass of wine now and then. nothing much more than that.	do you drink	True	0	FF000000
ok. any drug use	do you use illegal drugs	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	False	FF00B050	FF000000
ok.  and i know you're an auto mechanic, do you have a lot of stress at work	is your job stressful	not really.	is your job stressful	True	0	FF000000
good. any problems with your mood, feeling sad a lot	do you have any problems urinating	no problems with	do you have any problems urinating	True	0	FF000000
who lives with you at home	who do you live with	i live alone.  i have tried living with roommates but really it is much nicer to have my own space.  i am set in my ways and like to be able to relax without worrying about a roommate.	who do you live with	True	0	FF000000
i know the feeling. are you romantically involved with anyone	are you dating anyone	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
are you sexually active	are you sexually active	i am not currently  sexually active.	are you sexually active	True	0	FF000000
ok, now i know your main concern is the back pain, but are you having any other symptoms, headaches, trouble sleeping	what bothers you the most	[ sadness2 ]it's been going on for almost a week and i can't work.	what bothers you the most	True	0	FF000000
any other pain	are you having any other pain	no, just the back pain.	are you having any other pain	True	0	FF000000
ok. well i think i have all the information i need. is there anything else you need to tell me	is there anything else i can help you with	no, thank you for seeing me.  hopefully we can get this pain taken care of and i can get back to work.	is there anything else i can help you with	True	0	FF000000
i hope so too. any questions before i go	do you have any questions	print(  [no] [no, i think that's all. thank you for your time])	do you have any questions	True	0	FF000000
absolutely. i am going to go talk with the doctor, and we will figure out what our next steps are okay	i'll go report to the doctor	ok i hope you guys can figure something out.	i'll go report to the doctor	True	0	FF000000
me. too. i will be back shortly.	goodbye	print([ happy2 ][goodbye then] [goodbye and thanks])	goodbye	True	0	FF000000
#STARTDIALOGUE						
hello, how are you doing today	how are you	[ pain2 ]well i would be doing pretty well if my back weren't hurting so badly.	how are you	True	0	FF000000
your back is hurting? i am sorry to hear that. can you tell me more about it	tell me more about your back pain	my buddy was moving from the second floor in an apartment building.  i bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True	0	FF000000
when did this happen	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	0	FF000000
how would you consider your pain level to be now	how intense is the pain	[ fear2 ]it is pretty bad. my back hurts all the time and i can't even work.	how intense is the pain	True	0	FF000000
have you tried anything to make it feel better	what makes the pain better	i tried some ibuprofen, but i don't think that is helping very much.	what makes the pain better	True	0	FF000000
have you ever had any other problems with back pain	are you having any other pain	no, just the back pain.	are you having any other pain	True	0	FF000000
have you had back pain before	have you had back pain before	no, never.	have you had back pain before	True	0	FF000000
is there anything else you are concerned about today	any other problems	the occasional need to urinate more frequently.	any other problems	True	0	FF000000
tell me more about your occasional need to urinate more frequently.	describe the frequent urination	my buddy was moving from the second floor in an apartment building.  i bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	False	FF00B050	FF000000
i am going to ask a few questions about your past medical history now. do you have any allergies	do you have any allergies	i am not allergic to anything that i know of	do you have any allergies	True	0	FF000000
have you had any past surgeries	any prior surgeries	i have never had any surgeries.	any prior surgeries	True	0	FF000000
have you ever been hospitalized for any reason	have you ever been in the hospital	i have never had to stay in a hospital.	have you ever been in the hospital	True	0	FF000000
is there anything in your family's medical history i should be aware of	any family history of illness	i'm afraid i don't understand that question.	none	False	FFFFFF00	FF00B0F0
can you tell me about your family's medical history	how is your family	my parents are fine but i have no brothers and sisters.	how is your family	True	0	FF000000
has your father had any illnesses	any family history of illness	nothing that i can think of. my parents are healthy and they didn't have any unusual illnesses. i don't really know much about my grandparents.	any family history of illness	True	0	FF000000
is there a history of heart problems in your family	any heart problems in your family	no heart issues in my family.	any heart problems in your family	True	0	FF000000
is there anything else about your family i should know	is there anything else i can help you with	no, thank you for seeing me.  hopefully we can get this pain taken care of and i can get back to work.	is there anything else i can help you with	True	0	FF000000
#STARTDIALOGUE						
hello mr. wilkins, what brings you into the office today	what brings you in today	hello doctor.  i am so glad to see you.	hello	False	FF00B050	FF000000
what brings you into the office today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
how long have you noticed the backpain	how long have you had the pain	i'm afraid i don't understand that question.	none	False	FF7030A0	FF00B0F0
when did it start	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	0	FF000000
how bad is the pain	how intense is the pain	[ fear2 ]it is pretty bad. my back hurts all the time and i can't even work.	how intense is the pain	True	0	FF000000
does anything help with the pain	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	0	FF000000
does anything make it worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
how has this impacted your life	how has this affected you	[ fear1 ]i haven't been able to work.	how has this affected you	True	0	FF000000
what do you do for work	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
has the back pain impacted your ability to work	do you have any hip pain	no, no back pain	do you have any hip pain	True	0	FF000000
do you have any other medical problems	do you have any medical problems	no, not really.  i have always been pretty healthy.	do you have any medical problems	True	0	FF000000
what about your parents? were they healthy	are your parents healthy	all of my grandparents are deceased.i didn't really know them or much about them. i don't even know how they died.	tell me about your grandparents	False	FF00B050	FF0070C0
have you ever had any previous hospitilzations	have you ever been in the hospital	i'm sorry, i don't understand that question. would you restate it?	none	False	FF7030A0	FF00B0F0
what medications are you currently taking	are you taking any medication	i took some ibuprofen for a few days.	what pills did you take	False	FF00B050	FF000000
do you have any allergies	do you have any allergies	i am not allergic to anything that i know of	do you have any allergies	True	0	FF000000
do you consume alcohol	do you drink	a beer or 2 at football games, or a glass of wine now and then. nothing much more than that.	do you drink	True	0	FF000000
do you use any drugs	do you use illegal drugs	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	False	FF00B050	FF000000
are you married	are you married	i'm single.	are you married	True	0	FF000000
do you have any children	do you have any children	i have no children.	do you have any children	True	0	FF000000
hello mr. wilkins, how are you today	how are you	hello doctor.  i am so glad to see you.	hello	False	FF00B050	FF000000
what brings you into the office today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	0	FF000000
do you have any other concerns besides the back pain	any other problems	the occasional need to urinate more frequently.	any other problems	True	0	FF000000
when did you notice the pain started	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	0	FF000000
how would you rate the pain	can you rate the pain	[ pain2 ]right now, i would call my pain a 7. when i take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True	0	FF000000
where is the pain located	where is the pain	it is mostly in my lower back.	where is the pain	True	0	FF000000
does anything make it worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	0	FF000000
does anything make it better	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	0	FF000000
do you notice any associated symptoms	any other problems	i don't think so.	any other problems	True	0	FF000000
how has this affected your life	how has this affected you	[ fear1 ]i haven't been able to work.	how has this affected you	True	0	FF000000
what do you do for work	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	0	FF000000
how long have you worked there	how long have you been a mechanic	about 17 years. i used to work for jiffy-lube, but now i own my own garage.	how long have you been a worker	True	0	FF000000
are you married	are you married	i'm single.	are you married	True	0	FF000000
do you have any kids	do you have any children	i have no children.	do you have any children	True	0	FF000000
is your dad still alive	are your parents living	both of my parents are alive and well.	are your parents living	True	0	FF000000
do you take any medications	are you taking any medication	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	True	0	FF000000
do you consume alcohol	do you drink	a beer or 2 at football games, or a glass of wine now and then. nothing much more than that.	do you drink	True	0	FF000000
do you smoke	do you smoke	[ contempt1 ]no.  like all kids i tried a cigarette in high school but i hated it.	do you smoke	True	0	FF000000
do you use any other illicit drugs	do you use illegal drugs	[ contempt4 ]no, never.  i have seen too many people go down that path.  i never touch the stuff.	do you use illegal drugs	True	0	FF000000
do you have any allergies	do you have any allergies	i am not allergic to anything that i know of	do you have any allergies	True	0	FF000000
have you ever been hospitalized	have you ever been in the hospital	i have never had to stay in a hospital.	have you ever been in the hospital	True	0	FF000000
have you ever had surgery	any prior surgeries	i have never had any surgeries.	any prior surgeries	True	0	FF000000
are you sexually active	are you sexually active	i am not currently  sexually active.	are you sexually active	True	0	FF000000
how many sexual partners have you had in the past year	how many sexual partners	it has been a slow year.  i haven't had any.	how many sexual partners	True	0	FF000000
do you use protection	do you use any contraception	no.	do you use any contraception	True	0	FF000000
do you have sex with men, women, or both	do you prefer men or women	[ surprise4 ]women	do you prefer men or women	True	0	FF000000
